author,content
justinbieber,#purposetoursanjose
justinbieber,SacTown tonight #PURPOSETOUR
justinbieber,#COMPANY #PURPOSE https://t.co/ZWMJvhasht
justinbieber,#PurposeTourPortland was fun tonight
justinbieber,Purpose https://t.co/e6wd86aJbD
justinbieber,Thanks :) https://t.co/pTcK5XM1CN
justinbieber,Vancouver tonight
justinbieber,I love my merch
justinbieber,Vancouver tonight. #PURPOSETOUR
justinbieber,Thank you Seattle #PurposeTour https://t.co/fjp7r5oRTy
justinbieber,"Just signed some merch, did last run through... Ready Seattle. #PurposeTour"
justinbieber,#PURPOSETOUR STARTS TODAY :) https://t.co/VPdxdOQ1xw
justinbieber,#company #company #company #company #company #company #company #company #company #company #company #company #company #company #company
justinbieber,Team dinner before the tour starts https://t.co/KaJNtDE50k
justinbieber,"#JFCJustinBieber
https://t.co/qu81tohVcF"
justinbieber,Tomorrow #PURPOSETOUR https://t.co/icGbrnPbNB
justinbieber,See u tomorrow :) #children #PURPOSETOUR https://t.co/3N2eFL5f5X
justinbieber,#2days #PURPOSETOUR
justinbieber,Request #company
justinbieber,Loving see all these kids dancing to #children @NickDeMoura #PURPOSETOUR
justinbieber,Getting ready for #PurposeTour
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,5 days until #PurposeWorldTour
justinbieber,I will go to 15. Needs to be kids though :) https://t.co/H9R5T2eDDf
justinbieber,Old man https://t.co/QTe30Xxhcl
justinbieber,#PurposeTourChildren let me see what u got https://t.co/XXOHDT28Ni
justinbieber,Get the new #ShotsComedyApp https://t.co/6G6daGP1P8 good stuff
justinbieber,#Clash100 https://t.co/miYKbaqJAv https://t.co/drSI9pyH4N
justinbieber,Thank you. #22
justinbieber,#company
justinbieber,For my bday it would be nice to be #1 :)  https://t.co/ZWMJvhasht
justinbieber,Thanks to my bro @JamesBayMusic for joining me on stage at #TheBritAwards https://t.co/ChokXHpwT8 watch here
justinbieber,Thanks @brits. Get #Purpose on @AppleMusic https://t.co/ZWMJvhasht
justinbieber,Thank you https://t.co/JZ2C3nozYv
justinbieber,On my way to the @brits
justinbieber,And any nightclub in london saying I'm coming tonight to perform. Not true
justinbieber,#Brits rehearsal
justinbieber,#daytonaday @nascar https://t.co/V2pOqA3lCZ
justinbieber,@coreyharp @CodySimpson good times boys
justinbieber,Me and @RoryKramer posting some vids @Bkstg https://t.co/12mNDNJeYS
justinbieber,#company
justinbieber,Great day with @JaxonBieber #family
justinbieber,@jamesbaymusic Good luck buddy. See you at the @brits #BRITBREAKJAMESBAY
justinbieber,@djkhaled boss talk
justinbieber,We the best! Lol 🔑 https://t.co/VRowNLMEDC
justinbieber,New merch. More coming for #PurposeWorldTour https://t.co/VYuqPvPD54 https://t.co/lQkdLKc1JG
justinbieber,Are you ready for the #purposeworldtour ??? https://t.co/7m9dX0dXLI
justinbieber,https://t.co/aGWFslPeYV https://t.co/qRXjeHYgly
justinbieber,Thanks for the ride to the Grammys @jkcorden. Gotta get that t zone. Lol https://t.co/FHkvSK8cJM
justinbieber,Good times with @theellenshow last week. #giveback https://t.co/eUyg8VG7c0
justinbieber,#Purpose is on @AppleMusic for $6.99 until tomorrow. Enjoy https://t.co/aGWFslPeYV https://t.co/DJJ4YZsnsm
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,https://t.co/xVnyB3F9o4
justinbieber,Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs
justinbieber,Thank you :) https://t.co/rIuhvHDG8z
justinbieber,@Skrillex @Diplo congrats boys!
justinbieber,Lol. Just playin. It's mine 😜 https://t.co/BkjuckjZNe
justinbieber,:) so special https://t.co/6vaaxmWecL
justinbieber,Thank you I won't  https://t.co/CwVz1klj8q
justinbieber,@ZoolanderMovie https://t.co/Ir3OHp5oSN
justinbieber,All the albums are available on vinyl for the first time https://t.co/6I8dMwPKTV https://t.co/SpQlL4Cpea
justinbieber,Thanks @iHeartRadio. See u at the #iHeartAwards https://t.co/B4z5rckdvx https://t.co/guhfYTWN6o
justinbieber,"#5YearsOfNeverSayNever @jonmchu
https://t.co/84C1Cxlhs3"
justinbieber,Come see me at Grammy rehearsal with @bkstg https://t.co/Zm0y3BhcDr
justinbieber,My new fan club is here. Get @Bkstg and #getcloser https://t.co/R7zekH5oTX https://t.co/t6wUyzzBTi
justinbieber,The face u make when u are having a good time https://t.co/1wlzDKHcxh
justinbieber,She is the best. #giveback https://t.co/Wgz1kmewSD
justinbieber,Love u @TheEllenShow
justinbieber,Lol https://t.co/yGPL0HUU6n
justinbieber,GQ https://t.co/I9q9Hmyyvx
justinbieber,Hey Derek. Sorry I missed the @ZoolanderMovie premiere. Stuck in la in Grammy rehearsals. I miss not knowing things with you. Lol
justinbieber,https://t.co/8jSbG5t7Uo
justinbieber,@TheGRAMMYs @diplo @Skrillex @CBS 😜
justinbieber,@neymarjr @DavidAppleton happy birthday boys
justinbieber,Hey @ZoolanderMovie Relax! Lol https://t.co/1jwhSdVQXG
justinbieber,#1 @edsheeran @ItsBennyBlanco @scooterbraun @YeshuaTheGudwin https://t.co/rxda3kEoaV
justinbieber,https://t.co/ZWMJvgSRpV #PURPOSE THE ALBUM
justinbieber,Thank you. #LoveYourself #1  https://t.co/8osPMJckhr
justinbieber,Kills it https://t.co/pWsX6PeW8t
justinbieber,Do you like #LoveYourself??
justinbieber,Damn we had a good time @NickDeMoura . Can't remember though. Haha
justinbieber,Truth https://t.co/7xg49nbDas
justinbieber,Lol. They bleeped out what I said  https://t.co/QmU8IJfQRJ
justinbieber,Have a great show tonight @carlyraejepsen #GreaseLive  https://t.co/4Eow9IjiRp
justinbieber,Let's go Dorian! #DStrong https://t.co/oipTi2ic7q we got u
justinbieber,https://t.co/ZWMJvgSRpV music #purpose
justinbieber,#purposeworldtour is going to be crazy
justinbieber,Whoever made this is hilarious https://t.co/dEqEQf0huS
justinbieber,Not mad. Thanks https://t.co/kpC0yG0rTk
justinbieber,Me too https://t.co/Y4Zwvcji0A
justinbieber,It wasn't juSt me. We all did. And everyone would do the same thing.  https://t.co/biTy2xlmgr
justinbieber,Me too https://t.co/O0hglOwVRC
justinbieber,Me too https://t.co/Y2fjrm2W6y
justinbieber,She is the best. Keep fighting Ma. #prayforma  https://t.co/K4ADRj97Ku
justinbieber,#DStrong https://t.co/18gpIbeKuD
justinbieber,#BellLetsTalk
justinbieber,I flaunt in #mycalvins. Introducing the @CalvinKlein spring 2016 campaign https://t.co/qe8MvgHATZ
justinbieber,https://t.co/ZWMJvgSRpV #PURPOSE
justinbieber,@billboard it's all about the music #purpose thank u
justinbieber,🔑😁 https://t.co/bmiBintRQK
justinbieber,Nothing like the rush of the stage
justinbieber,Had to support my bro @JBALVIN tonight at Staples. We got more coming.  https://t.co/H226RPY2gK
justinbieber,See everyone at @TheGRAMMYs. Honored https://t.co/Gx27Vjgj9o
justinbieber,Over 200 million views. #LoveYourself https://t.co/rxda3kmMMl
justinbieber,This week only because some of u asked :) 4 bucks off. #PURPOSE. Enjoy the music https://t.co/ZWMJvhasht https://t.co/IW51oirBDP
justinbieber,This week only because some of u asked :) 4 bucks off. #PURPOSE. Enjoy the music https://t.co/525jVcb26a
justinbieber,Nice! Lol https://t.co/g5LgNXMwwm
justinbieber,It's coming #PURPOSETOUR
justinbieber,@RebelWilson @KellyOsbourne and thanks for the note https://t.co/EeJxCFXzLG
justinbieber,We had fun https://t.co/G1qSXpOZah
justinbieber,Thank you @JLo for having me at opening night. Incredible show. Thanks and congrats
justinbieber,Solid night with good people @NickDeMoura @poobear @YeshuaTheGudwin @scooterbraun @yael #vegas
justinbieber,It's now on my Twitter. Your secret is out. Lol https://t.co/cd2JzsLUJW
justinbieber,https://t.co/ZWMJvhasht the album #PURPOSE
justinbieber,Let's be the generation that makes the world a better place
justinbieber,Thank you. See u in the UK https://t.co/xiZMKJpD8Y
justinbieber,And now u are :) https://t.co/XeAsAPljIt
justinbieber,Teamwork https://t.co/45nGs7g1d3
justinbieber,Thank you https://t.co/RSvVRz3Cma
justinbieber,"What's in your creative world? #CreativityIs @GQMagazine @CondeNast
https://t.co/GuBA3ef4WI"
justinbieber,https://t.co/CptydR16Xx morning
justinbieber,https://t.co/ZWMJvhasht
justinbieber,#1 :) https://t.co/4Djuxtn5o0
justinbieber,@scooterbraun awesome
justinbieber,#RIPDavidBowie
justinbieber,https://t.co/ZWMJvhasht making history. Thanks
justinbieber,Incredible. Thanks so much  https://t.co/1Y6T0f5cbO
justinbieber,I love this remix it's unbelievable Listen to Mark My Words[Soundz Remix]BPM124 by Soundz #np on #SoundCloud  https://t.co/LbTa7t6tgi
justinbieber,1 2 3
justinbieber,So #WhatDoYouMean won Favorite Song at last night's @PeoplesChoice Awards. Thank you very much
justinbieber,@CraigDavid much respect. Thanks #LoveYourself  https://t.co/Kk2f1z9VSj
justinbieber,Great times today
justinbieber,I got u bro. Best guy right here. Chris Paul. @CP3 #NBAVote
justinbieber,Everyone RT this to get my man Chris Paul @cp3 into the All-Star game. #NBAVote @CP3
justinbieber,See u soon
justinbieber,It's true! https://t.co/hupNm5nOLy
justinbieber,:) https://t.co/qGEBnAtr74
justinbieber,Thanks https://t.co/Exs2IF4Xun
justinbieber,Check the snapchat
justinbieber,Wow. Thank u https://t.co/GRiOuL966A
justinbieber,congrats to my friend @TheEllenShow on her @PeoplesChoice favorite humanitarian award tonight for @stjude ! #PCAs #giveback
justinbieber,https://t.co/ZWMJvhasht this is what it's all about. Music
justinbieber,Thank you https://t.co/iVvKSBAcQo
justinbieber,See u soon.  https://t.co/wwpMucIFLA
justinbieber,@dankanter @NickDeMoura you guys better be working hard! No slacking! Lol. #PurposeWorldTour
justinbieber,Love her https://t.co/5MPKLQcPBd
justinbieber,Thanks https://t.co/J9jWoxrCJy
justinbieber,Haha. Amazing  https://t.co/YK7coepYyI
justinbieber,@4everBrandy congrats on your new show. Your producers are aight :) congrats all
justinbieber,Posted a fun video on @shots
justinbieber,Feels good to just be happy :)
justinbieber,The album #PURPOSE  https://t.co/ZWMJvgSRpV
justinbieber,#LoveYourself is at the #1 spot. If only u could see this @edsheeran lol https://t.co/mkkc1BEqT0
justinbieber,5 weeks with 3 in the top 5. Thank you. #purpose https://t.co/J02xJtcpBj
justinbieber,@haileybaldwin :) https://t.co/wvOJReVclT
justinbieber,https://t.co/ZWMJvhasht
justinbieber,https://t.co/ZWMJvgSRpV
justinbieber,https://t.co/ZWMJvhasht great year. Happy new year
justinbieber,Happy new year. Let's go https://t.co/G4lHvAGrqX
justinbieber,@JeremyBieber @ForesightSports I bet you can't 😉
justinbieber,@JeremyBieber @ForesightSports Now is there anyway you can program a hockey goalie on the screen so I can shoot pucks at it?
justinbieber,@JeremyBieber @ForesightSports best Christmas present ever. Thank you. This is the future.
justinbieber,Happy holidays
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,Follow me on snapchat
justinbieber,I love Christmas
justinbieber,See u soon  https://t.co/Iduz2E4Vf0
justinbieber,:) https://t.co/8cvJdTo35k
justinbieber,Merry Christmas  https://t.co/IP6Mgf39ol
justinbieber,:) https://t.co/LZImVwzfK8
justinbieber,Good man https://t.co/rh8QJxQS87
justinbieber,Lol https://t.co/LhDpS5ylJD
justinbieber,Is it justin beeva?? Lol. See u soon  https://t.co/3A6BdgLcA7
justinbieber,:) https://t.co/kc8aSzyExx
justinbieber,:) https://t.co/BISMjmjHmO
justinbieber,Love seeing stuff like this. See u soon https://t.co/yo73ZblJE8
justinbieber,See u soon https://t.co/9iFHjr8Jds
justinbieber,Great job @Meghan_Trainor  https://t.co/CbWadWsng9
justinbieber,Merry Christmas everyone. Family time
justinbieber,Just heard the news. Amazing. That is what Christmas is all about. @Choir_NHS congrats!! Very cool
justinbieber,#ChristmasEve https://t.co/r7VuZXrQ19
justinbieber,This is what it's all about. Merry Christmas :)
justinbieber,so for 1 week it's ok not to be #1. Let's do the right thing &amp; help them win. It's Christmas. @Choir_NHS good luck https://t.co/ORCtFY1k4i
justinbieber,I'm hearing this UK Christmas race is close...but the @Choir_NHS single is for charity. So...
justinbieber,@edsheeran you might kill me but it's Christmas. So...  https://t.co/R7fK0UwZ3b
justinbieber,Coming February 12th https://t.co/OHm3vy6uhG
justinbieber,#JingleBallATL https://t.co/wjBRwo6iOz
justinbieber,https://t.co/ZWMJvhasht
justinbieber,Don't worry @IAmSteveHarvey it could of happened to anyone. Theme song https://t.co/4Djuxtn5o0
justinbieber,It's that time of year again. #UnderTheMistletoe https://t.co/yUdsn5sqsY
justinbieber,"#PurposeYuleLog 🔥
https://t.co/12qqnudzpP"
justinbieber,#BieberBRITs https://t.co/rIsigRmyxy
justinbieber,Merry Christmas boys! We did it. Xmas #1!! @edsheeran @scooterbraun @ItsBennyBlanco  https://t.co/T7AxkrjnCE
justinbieber,Time for a little R&amp;R
justinbieber,Thanks :) https://t.co/G69J3kG3Yu
justinbieber,https://t.co/ZWMJvgSRpV
justinbieber,Forever I love Atlanta
justinbieber,12 years ago scoot started a party when he was cool. Ha. Now Tay is djing. Let's go @tongueandgroove @DJTayJames
justinbieber,Atlanta u know I love u. Thanks for an incredible night. See u on the #PurposeWorldTour
justinbieber,@POWERATL thank u
justinbieber,I'm back. Atlanta
justinbieber,I am  https://t.co/EhNlhtpQtA
justinbieber,Awww. This is why I can't wait to get out there and tour. Love you too https://t.co/ZSzaVAuE7R
justinbieber,Europe. #PurposeWorldTour on sale now. Tickets ---&gt; https://t.co/AcBtIUaCF7 https://t.co/wDhJp8GGOK
justinbieber,ATL see u tonight #JingleBallATL @POWERATL
justinbieber,Performing on the #VoiceFinale tonight. #BieberOnTheVoice https://t.co/usI9Jneil9
justinbieber,https://t.co/ZWMJvhasht the ALBUM #PURPOSE
justinbieber,Appreciate everyone loving the album. Thank u
justinbieber,@adamlevine I can't help u win this year. Maybe I can. #thevoicefinale #sorry
justinbieber,@ToriKelly congrats on the Grammy nomination. U got my vote because your dad is good at ping pong. Not as good as me though. Lol
justinbieber,Going to be on @NBCTheVoice tomorrow. #sorrynotsorry. Also my friend who has the voice of a sweet sweet angel @ToriKelly is performing too
justinbieber,Thank u. Keep it going  https://t.co/hQwyQ6m1fB
justinbieber,@scooterbraun @AllisonKaye team sexy
justinbieber,They don't want us...
justinbieber,Lol https://t.co/dphENq2tvS
justinbieber,Europe. Pre-sale for the #PurposeWorldTour is now available on https://t.co/zW6vmksJaF. See u soon https://t.co/482JHkyIPM
justinbieber,Dreams come true. New job. Lol. https://t.co/LqjTHJKJlf
justinbieber,Got a new job. Thanks @JKCorden
justinbieber,I love me a good #BubleXMAS
justinbieber,Me too https://t.co/cXV1eFhuWu
justinbieber,I want a super bowl commercial :)
justinbieber,Miami you were fun. Thank you
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,Europe... I'm coming. #PurposeWorldTour
justinbieber,Toronto https://t.co/mmpcDRvXKE
justinbieber,@diplo @Skrillex @poobear @scooterbraun Grammy time boys. Congrats. #WhereAreUNow #PURPOSE
justinbieber,Thanks for a great night London https://t.co/HGKbMSgzRi @CapitalOfficial
justinbieber,It's all about the music #PURPOSE https://t.co/ZWMJvhasht
justinbieber,Get ready London
justinbieber,My guy https://t.co/9HzQkbj9q1
justinbieber,That's good company https://t.co/prRjY2yljJ
justinbieber,On my way to @CapitalOfficial jingle ball
justinbieber,U can livestream #PurposeinTO on Monday for free at 8pm EST. See u soon https://t.co/mmpcDRvXKE
justinbieber,I love Japan
justinbieber,Just saw #LoveYourself  is now #1 on the @officialcharts. @edsheeran @ItsBennyBlanco @scooterbraun congrats boys! 3 #1s in 3months. #PURPOSE
justinbieber,Skate as me in #PurposePro. Let me know if u find anything or anyone ;) https://t.co/m9AinNNbvH
justinbieber,That #PURPOSE ALBUM https://t.co/ZWMJvhasht
justinbieber,#MyCalvins ad is nominated for #TheYouTubeAd ‘That’s Your Guilty Pleasure’. Thanks https://t.co/O4iseQZaTs
justinbieber,✈️ Japan
justinbieber,Mark My Words. #PURPOSE https://t.co/QTYt8y3mur
justinbieber,Let's #giveback together. #PurposeInTO on sale now. See u on 12/7 at @TheDanforthMH to benefit @StratfordHOB https://t.co/wFWJtLhkcf
justinbieber,"Thanks @NoiseyMusic @SPINmagazine #WhatDoYouMean

https://t.co/Tt9BLOwuIx
https://t.co/qz5riRo6K3"
justinbieber,@StratfordHOB its #GivingTuesday :)
justinbieber,Thank you for being there when we needed you :) now it's my turn  https://t.co/BwygIxcFlb
justinbieber,Time to bring #PURPOSE home. #EveningWithJB on 12/7 at @TheDanforthMH to benefit @StratfordHOB. Tix on sale 4pm est today #PurposeInTO
justinbieber,Next time come https://t.co/jl8RTskU2s
justinbieber,https://t.co/ZWMJvhasht #PURPOSE
justinbieber,https://t.co/Xx4a0mA1K2
justinbieber,:) https://t.co/kqYilE0nPj
justinbieber,Thank u https://t.co/nb3H6AemrQ
justinbieber,Congrats @Skrillex  https://t.co/56ypZgnShU
justinbieber,Over 200 million views already. Thank you. https://t.co/4Djuxtn5o0
justinbieber,#CyberMonday https://t.co/ZWMJvhasht
justinbieber,Legend. Thank u https://t.co/g7qLgQjqGI
justinbieber,Thanks https://t.co/MLgQBxAmTx
justinbieber,No thank you https://t.co/CQHnvUPODB
justinbieber,:) #PURPOSE is the fastest album in history to get to a Billion streams. Thank u.  https://t.co/ZWMJvhasht
justinbieber,Hi @edsheeran  https://t.co/z3NpsPjeeo
justinbieber,Thanks https://t.co/qsLINjMzaQ
justinbieber,Support @Skrillex tomorrow. That's family. #redlips. I got u bro https://t.co/LpRiLER56Z
justinbieber,#HALOawards air tonight at 7pm. Got to receive a special award. Thanks @NickelodeonTV
justinbieber,Just a nice Sunday stroll https://t.co/SBdZtGwkME
justinbieber,https://t.co/xNFs75lO6l
justinbieber,Nah. Lol. #LoveYourself fool! #base @bignarstie  https://t.co/YyBO1n3tTm
justinbieber,UK goes hard @edsheeran :) #base #loveyourself #purpose https://t.co/1t07JTqk3O
justinbieber,Which song should be the next single? Which song are you playing right now? #PURPOSE  https://t.co/ZWMJvhasht
justinbieber,Happy holidays https://t.co/n8RBN7SFHy
justinbieber,Happy holidays https://t.co/mJzZbcy07K
justinbieber,Honored thank you. #purpose  https://t.co/6zJrp0d0eT
justinbieber,#Purpose Black Friday special too. In stores and on @AppleMusic https://t.co/aGWFslPeYV
justinbieber,"Black Friday on iTunes - $5.99 holiday album. Under the Mistletoe by Justin Bieber
https://t.co/UXrW4TjEd3"
justinbieber,Which song is your favorite ?? #PURPOSE https://t.co/ZWMJvhasht
justinbieber,Thankful https://t.co/nWAdHeQ62p
justinbieber,New jam featuring #thestomach :) https://t.co/Cm3kzmRliv
justinbieber,Grateful https://t.co/RlLvhsz7FM
justinbieber,Fact. Lol https://t.co/REPkBiZSwW
justinbieber,This is dope. @chaelinCL @zanelowe @ParrisGoebel https://t.co/JhvAkGOLEU https://t.co/2TOeYLKfyb
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,No words. Thank u. #purpose #history https://t.co/KVkndimDNP
justinbieber,U see the #AMAs?  https://t.co/yuNXu3ZGa3
justinbieber,THANK YOU https://t.co/TgVoB619V3
justinbieber,Love to @Skrillex and @diplo  https://t.co/PARnKes6x8
justinbieber,@BertShowBert love yah buddy
justinbieber,@StephenAtHome thank you for the understanding as sometimes life kicks our ass and we need to deal with it. I will see u soon. Thank you
justinbieber,My apologies to @colbertlateshow as I won't be able to make it to nyc tomorrow for the show. I look forward to making it up to you soon
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,Love these guys https://t.co/UIZO9MkGrQ
justinbieber,My turn. #BieberOnAMAs
justinbieber,Ready #bieberonAmas
justinbieber,Thank you https://t.co/iJQQxapmA0
justinbieber,#PURPOSE https://t.co/ZWMJvhasht
justinbieber,Tomorrow. #BieberOnAMAs
justinbieber,#AMAs tomorrow. Last chance to vote. Thanks @diplo @skrillex https://t.co/KXX5XMxD1d
justinbieber,@Drake great seeing u big bro. Family for life
justinbieber,Thank you for making #PURPOSE the #1 Album https://t.co/ZWMJvhasht
justinbieber,Great rehearsal today. See u Sunday. #BieberAMAs
justinbieber,@samsmithworld thank you Sam. Means a lot coming from u
justinbieber,Love https://t.co/XUJBH7PDLl
justinbieber,We did this https://t.co/FnFvhw7RrM
justinbieber,Love this team. Thank you. #DreamTeam  https://t.co/LKzavCqwBt
justinbieber,#Purpose cupcakes. Thanks @bakedbymelissa  https://t.co/KAn4Snj8Ui
justinbieber,Make sure you get your #PURPOSETOUR tickets today for 1st leg https://t.co/G2VKo20VAz https://t.co/1LFqcoQO7S
justinbieber,I don't know if everyone is ready for tonight and the #SecretHandshake @jimmyfallon :) https://t.co/yBKnaXnZ0E
justinbieber,Thank you Houston. U were amazing. And @trvisXX I met your family. Great people. #EveningWithJB
justinbieber,Beliebers... It's important that Those who got pre-sale for #PurposeWorldTour...Make sure u redeem ur codes to get #Purpose. Spread the word
justinbieber,Houston #EveningWithJB
justinbieber,Watching this again. @JKCorden loves his life in a fish bowl. Lol. #CarpoolKaraoke https://t.co/TdTyZQU4ra
justinbieber,I love u guys https://t.co/q2Mf2QSyzE
justinbieber,UK!! Big love to @anniemac and @bbcr1 for making my album #Purpose Hottest Record In The World tonight. U got the album? Thank u
justinbieber,"UK! Want to meet me? I want to meet you :) Click below for a chance but hurry competition closes at midnight!

https://t.co/GCB97mbMcM"
justinbieber,UK! Tonight on @CapitalOfficial from 7pm 'Justin Bieber's Capital Album Party Replay'. Hear the tracks from #Purpose https://t.co/7wod0jkbDO
justinbieber,Here it is. The NEW #CarpoolKaraoke with @JKCorden @latelateshow -----&gt;  https://t.co/TdTyZQU4ra
justinbieber,New Album---&gt; https://t.co/ZWMJvgSRpV
justinbieber,About to do another #CarpoolKaraoke with @JKCorden on @cbs right now. Tune in. Thanks
justinbieber,Tonight we are back at it again. carpool karaoke with @jkcorden on the @latelateshow #littleboxbigboxcardboardbox https://t.co/L2xt0p6bXB
justinbieber,Let's do this @JKCorden  https://t.co/x9xusAsC6m
justinbieber,Chitown that was special. Thank you. Let's make a change together. #EveningWithJB
justinbieber,Chicago get ready. #EveningWithJB #purpose
justinbieber,Thanks for coming out @B96Chicago and @1035KISSFM here we go. #EveningWithJB
justinbieber,"I'm voting for ""Where Are U Now"" for #AMAs Collaboration of the Year because I love @Skrillex and @diplo :) https://t.co/HXJk6ZXxOz"
justinbieber,No chill. Lol.  https://t.co/2T053SfpBR
justinbieber,Thank u for being there. #realfriend  https://t.co/L7KMuyDSzq
justinbieber,Yep https://t.co/bppyoOfBjL
justinbieber,Just had fun skating in Chicago. Thanks to the people who allowed me to just have fun and be normal (kind of) for a little :) #chitown
justinbieber,Chicago. #eveningwithJb #purpose https://t.co/L0mKZ1kvFC
justinbieber,Playing more new tracks from #purpose on @CapitalOfficial now. Listen - https://t.co/7wod0j2Afe  #BieberOnCapital https://t.co/GlHIuFRnVi
justinbieber,I’m taking over @CapitalOfficial from 7pm (UK Time) w/@RomanKemp. Check it out here - https://t.co/7wod0jkbDO  #BieberOnCapital #Purpose
justinbieber,This is one of my favorite TV performances. Last night on @FallonTonight ---&gt; https://t.co/25egy1z9TZ
justinbieber,Thanks nyc. Chicago tonight 🚀
justinbieber,Favorite song? #PURPOSE https://t.co/ZWMJvgSRpV
justinbieber,Followed. Ha. Talk to u and the UK soon. #PURPOSE https://t.co/D436xfCIeU
justinbieber,UK tonight  https://t.co/AkoI31yKxl
justinbieber,@CapitalOfficial im ready. #purpose
justinbieber,#Zoolander2 https://t.co/ubryPQmn05
justinbieber,Thank u to @halsey and @BigSean for coming out today and showing love at the @TODAYshow
justinbieber,@SevianFrangipan I got u. #protectivebro @halsey :)
justinbieber,It's time. @todayshow right now. #purpose and I brought friends with me @halsey @bigsean https://t.co/tHT56AL1C7
justinbieber,Wake up motha #%%%%%% #biebertoday https://t.co/4y7M662MZM
justinbieber,Last night a little #sorry on @jimmyfallon @FallonTonight  https://t.co/25egy1QKLx
justinbieber,I see u guys camping out. I love u #beliebers. See u soon. #BieberTODAY https://t.co/UgS4AUTQgY
justinbieber,@latelateshow see u tonight bro
justinbieber,Time to sing. @jimmyfallon @FallonTonight on now. Thanks. #purpose https://t.co/MlWjrB3OyH
justinbieber,They are right. Tomorrow is a celebration! @TODAYshow #BieberTODAY #PURPOSE  https://t.co/jXGwKPQJL4
justinbieber,Love Yourself. @edsheeran @ItsBennyBlanco https://t.co/0QXzNuy18F
justinbieber,Favorite song? https://t.co/ZWMJvhasht
justinbieber,Looking forward to the trip @Sethrogen  https://t.co/OmIH7tXTyN
justinbieber,One of my favorite covers of #sorry. Lol. https://t.co/nuvwWr9Jh1
justinbieber,Tonight I sing and race on @jimmyfallon and the @FallonTonight https://t.co/idT6l4V8UL
justinbieber,#bieberhalsey @TODAYshow tomorrow #Purpose https://t.co/Ei6bdmmR7p
justinbieber,Added 2nd shows in Atlanta and Miami for the #PurposeWorldTour. Who's coming? https://t.co/HbSzhAjR95
justinbieber,Thank you. #PURPOSE https://t.co/ZWMJvgSRpV
justinbieber,Tonight @jimmyfallon https://t.co/bMNTckuBdi
justinbieber,Doing something great with @jimmyfallon
justinbieber,Get exclusive #Purpose t-shirt &amp; album bundles at @officialFYE
justinbieber,UK BELIEBERS!!! Let's go for it! Get #Purpose now and encourage friends to do the same. buyouts tonight and tomorrow https://t.co/ZWMJvhasht
justinbieber,#LoveYourself on @TheEllenShow today https://t.co/DulDmX9G1V
justinbieber,Thanks Tori https://t.co/GogVp6YL9Q
justinbieber,RIP Thomas #PrayForParis https://t.co/L4nHUGEFWK
justinbieber,Watch #PurposeTheMovement on https://t.co/KDd1p0xjwB and the new #YouTubeMusic app https://t.co/WZaWAD7tj7
justinbieber,Watch #PurposeTheMovement on https://t.co/KDd1p0xjwB and the new #YouTubeMusic app https://t.co/e1bczDLuLp
justinbieber,#PurposeWorldTour @AmericanExpress pre-sale is up. Just added another Boston show https://t.co/HbSzhAjR95
justinbieber,#LyftBieberMode https://t.co/dYaqR8kq8k
justinbieber,NYC about to hop in #LyftBieberMode. See u in one? ;)
justinbieber,Sitting down to talk with my buddy @elvisduran . Thanks for always supporting me my friend
justinbieber,Thanks Barry https://t.co/HtxoXiu3P3
justinbieber,My album is out but so is my big bro @Jeezy's. Listened to it over the weekend. Congrats buddy.
justinbieber,Oh yeah. I'm bringing @halsey and @BigSean with me too. See u guys Wednesday :) #purpose #nyc #BieberTODAY  https://t.co/pnC59cUWn0
justinbieber,Pre-sale &amp; VIP for the #PurposeWorldTour are up on my Fahlo :) https://t.co/zW6vmkb8j7 https://t.co/jZLLU4HjSR
justinbieber,Which song should I play today? Name your 3 favorites with the link and the tag #playpurpose. Thanks https://t.co/ZWMJvhasht
justinbieber,Presale . #PurposeWorldTour https://t.co/9jxqn60x5N
justinbieber,New album #PURPOSE https://t.co/ZWMJvgSRpV
justinbieber,Nyc  #LyftBieberMode
justinbieber,PURPOSE ALBUM REVIEW. Lol https://t.co/NA7xpJ2zwT
justinbieber,Thank u to all the dancers from around the world who helped us make #PurposeTheMovement  https://t.co/WEIqVOCRd1 https://t.co/bNpCB4iW6B
justinbieber,Have u seen the 13 new videos for #PURPOSE we dropped yesterday? Which one is your favorite?  https://t.co/WEIqVOCRd1
justinbieber,Amazing to see all the #Bieberbuyouts around the world. So honored. Thank you and hope you are loving #PURPOSE and #givingback
justinbieber,Last night was a movie. Love my peoples :)
justinbieber,:) the candle  https://t.co/KDZGkJYTQA
justinbieber,#PURPOSE                         https://t.co/ZWMJvhasht
justinbieber,PURPOSE: The Movement https://t.co/WEIqVOUs4z via youtube
justinbieber,Dropped 13 videos today with the help of some of the greatest dancers in the world and my friend @ParrisGoebel --&gt;  https://t.co/KDd1p0fI81
